incorrect_word,correct_word,note,type
invented,อินเวนเต็ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
investigate,อินเวสทิเกต,คำทับศัพท์ทางการวุฒิสภา,transliteration
IOS,ไอโอเอส,คำทับศัพท์ทางการวุฒิสภา,transliteration
IOT,ไอโอที,คำทับศัพท์ทางการวุฒิสภา,transliteration
iPad,ไอแพด,คำทับศัพท์ทางการวุฒิสภา,transliteration
IP address,ไอพีแอดเดรส,คำทับศัพท์ทางการวุฒิสภา,transliteration
iPhone,ไอโฟน,คำทับศัพท์ทางการวุฒิสภา,transliteration
IPTV,ไอพีทีวี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Iron Man,ไอรอนแมน,คำทับศัพท์ทางการวุฒิสภา,transliteration
IRPC,ไออาร์พีซี,คำทับศัพท์ทางการวุฒิสภา,transliteration
issue,อิสชู,คำทับศัพท์ทางการวุฒิสภา,transliteration
IT,ไอที,คำทับศัพท์ทางการวุฒิสภา,transliteration
ITA,ไอทีเอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
ITA Awards,ไอทีเออะวอดส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
ITC,ไอทีซี,คำทับศัพท์ทางการวุฒิสภา,transliteration
jackpot,แจ็กพอต,คำทับศัพท์ทางการวุฒิสภา,transliteration
J-Alert,เจ-อะเลิร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
James Bond,เจมส์ บอนด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
jerk,เจิร์ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Jernigan,เจอร์นิแกน,คำทับศัพท์ทางการวุฒิสภา,transliteration
jigsaw,จิกซอว์,คำทับศัพท์ทางการวุฒิสภา,transliteration
jigsaw,จิกซอว์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Jinxian Park,จินเซียนพาร์ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Joint Action Plan,จ็อยนต์แอ็กชันแพลน,คำทับศัพท์ทางการวุฒิสภา,transliteration
joint committee,จ็อยนต์คอมมิตตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
joint operate,จ็อยนต์โอเปอเรต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Journal,เจอร์นัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
jump start,จัมป์สตาร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Justice Project,จัสติซโพรเจ็กต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Kamikaze,คามิกาเซะ,คำทับศัพท์ทางการวุฒิสภา,transliteration
keg,เคก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Keidanren,เคดันเร็น,คำทับศัพท์ทางการวุฒิสภา,transliteration
key,คีย์,คำทับศัพท์ทางการวุฒิสภา,transliteration
keyword,คีย์เวิร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
Khun Pro,คุณโปร,คำทับศัพท์ทางการวุฒิสภา,transliteration
kickoff,คิกออฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
